KY001,0.32155761275241157
KY003,0.39667688569554815
KY005,0.0
KY007,0.0
KY009,0.0
KY011,0.2905963044412698
KY013,0.0
KY015,0.0
KY017,0.0
KY019,0.0
KY021,0.0
KY023,0.0
KY025,0.13200677360370944
KY027,0.0
KY029,0.0
KY031,0.0
KY033,0.3532358722747544
KY035,0.0
KY037,0.0
KY039,0.0
KY041,0.0
KY043,0.2069392354984362
KY045,0.3662366675329721
KY047,0.5675434157372276
KY049,0.42620000305896005
KY051,0.1387228158148215
KY053,0.3607637144719498
KY055,0.342523750137896
KY057,0.28442379632431836
KY059,0.0
KY061,0.0
KY063,0.1713033532116043
KY065,0.0
KY067,0.0
KY069,0.36075178244883405
KY071,0.0
KY073,0.0
KY075,0.48637182462355394
KY077,0.0
KY079,0.0
KY081,0.0
KY083,0.36351215512144797
KY085,0.390689018437731
KY087,0.0
KY089,0.0
KY091,0.0
KY093,0.0
KY095,0.0
KY097,0.3238237696124719
KY099,0.0
KY101,0.5645348562365509
KY103,0.0
KY105,0.0
KY107,0.3578979570237303
KY109,0.0
KY111,0.3439879877263451
KY113,0.0
KY115,0.0
KY117,0.0
KY119,0.0
KY121,0.0
KY123,0.0
KY125,0.0
KY127,0.0
KY129,0.0
KY131,0.0
KY133,0.0
KY135,0.18318450908696163
KY137,0.0
KY139,0.343953293553748
KY141,0.5729231313095563
KY143,0.0
KY145,0.0
KY147,0.0
KY149,0.0
KY151,0.3917000965191249
KY153,0.0
KY155,0.3247971778235784
KY157,0.0
KY159,0.0
KY161,0.41480139509258784
KY163,0.0
KY165,0.0
KY167,0.0
KY169,0.4024140967627804
KY171,0.4883471537439317
KY173,0.35818918964006546
KY175,0.0
KY177,0.0
KY179,0.4358213960289895
KY181,0.0
KY183,0.387160611909621
KY185,0.5402074552082515
KY187,0.0
KY189,0.0
KY191,0.0
KY193,0.0
KY195,0.11563907012603647
KY197,0.0
KY199,0.4214676538883131
KY201,0.0
KY203,0.0
KY205,0.0
KY207,0.3677539951718463
KY209,0.4845101983929949
KY211,0.5609817415411823
KY213,0.6412612728036202
KY215,0.0
KY217,0.0
KY219,0.5012845655963305
KY221,0.0
KY223,0.0
KY225,0.0
KY227,0.4680249741009065
KY229,0.3324474050528873
KY231,0.2820863959119272
KY233,0.0
KY235,0.0
KY237,0.0
KY239,0.0
KY241,0.0
KY243,0.0
KY245,0.0
KY247,0.0
KY249,0.0
KY251,0.0
KY253,0.0
KY255,0.0
KY257,0.0
KY259,0.0
KY261,0.0
KY263,0.0
KY265,0.0
KY267,0.0
KY269,0.0
KY271,0.0
KY273,0.0
KY275,0.0
KY277,0.0
KY279,0.0
KY281,0.0
KY283,0.0
KY285,0.0
KY287,0.0
KY289,0.0
KY291,0.0
KY293,0.0
KY295,0.0
KY297,0.0
